Location,Depth,DOY,REP,Species_Code,Species_Name,Cell_Density_L,Biomass_mg_m3,Length_um,Width_um,Cell_Volume_um3,Group,Description_Code,Phylum,Family,Genus,Species,name_code
Buffalo Pound,0.8,276,REP1,P2132,Scenedesmus denticulatus Lagerhiem,2023833,90.47,8,4,44.7,Chlorophyte,PHYT,Chlorophyta,Scenedesmaceae,Scenedesmus,denticulatus,Sce.den
Buffalo Pound,0.8,276,REP1,P2136,Dictyosphaerium pulchellum Wood,7341355,830.31,6,6,113.1,Chlorophyte,PHYT,Chlorophyta,Oocystaceae,Dictyosphaerium,pulchellum,Dic.pul
Buffalo Pound,0.8,276,REP1,P2171,Closterium kuetzingii Brebisson,1000,2.8,198,6,2799.2,Chlorophyte,PHYT,Chlorophyta,Closteriaceae,Closterium,kuetzingii,Clo.kue
Buffalo Pound,0.8,276,REP1,P2174,Closterium sp.,6000,2.87,76,4,477.5,Chlorophyte,PHYT,Chlorophyta,Closteriaceae,Closterium,sp.,Clo.sp.
Buffalo Pound,0.8,276,REP1,P2255,Selenastrum copricornutum Printz,11428704,125.72,7.3,1.7,11,Chlorophyte,PHYT,Chlorophyta,Selenastraceae,Selenastrum,copricornutum,Sel.cop
Buffalo Pound,0.8,276,REP1,P3301,Euglena acus Ehrenberg,2000,10.37,99,10,5183.6,Euglenophyte,PHYT,Euglenophyta,Euglenaceae,Euglena,acus,Eug.acu
Buffalo Pound,0.8,276,REP1,P4351,Small chrysophyceae,1627003,22.94,3,3,14.1,Chrysophyte,PHYT,Chrysophyta,.,Small chrysophyceae,.,Sma..
Buffalo Pound,0.8,276,REP1,P4355,Chrysochromulina parva Lackey,2698444,176.48,5,5,65.4,Chrysophyte,PHYT,Chrysophyta,Prymnesiaceae,Chrysochromulina,parva,Chr.par
Buffalo Pound,0.8,276,REP1,P4358,Chrysostephanosphaera globulifera Scherffel,39683,13.21,8.6,8.6,333,Chrysophyte,PHYT,Chrysophyta,Rhizochrysidaceae,Chrysostephanospaera,globulifera,Chr.glo
Buffalo Pound,0.8,276,REP1,P5509,Cyclotella ocellata Pant.,555562,69.39,4.3,8.6,124.9,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,ocellata,Cyc.oce
Buffalo Pound,0.8,276,REP1,P5515,Fragilaria crotonensis Kitton,122000,49.06,96,4,402.1,Diatom,PHYT,Chrysophyta,Fragilarioideae,Fragilaria,crotonensis,Fra.cro
Buffalo Pound,0.8,276,REP1,P5540,Aulacoseira italica v subarctica (O. Muller) Simonsen,5000,44.49,245,6.8,8897.6,Diatom,PHYT,Chrysophyta,Melosiroideae,Aulacoseira,italica,Aul.ita
Buffalo Pound,0.8,276,REP1,P5551,Cyclotella michiganiana Skvortzow,4881009,119.58,2.5,5,24.5,Diatom,PHYT,Chrysophyta,Coscinodiscoideae,Cyclotella,michiganiana,Cyc.mic
Buffalo Pound,0.8,276,REP1,P6554,Rhodomonas minuta Skuja,238098,10.5,7.9,4,44.1,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Rhodomonas,minuta,Rho.min
Buffalo Pound,0.8,276,REP1,P6558,Cryptomonas erosa Ehrenberg,11000,14.71,26.6,12,1337.1,Cryptophyte,PHYT,Pyrrhophyta,Cryptomonadaceae,Cryptomonas,erosa,Cry.ero
Buffalo Pound,0.8,276,REP1,P6568,Katablepharis ovalis Skuja,39683,1.64,7.7,4,41.4,Cryptophyte,PHYT,Pyrrhophyta,Katablepharidaceae,Katablepharis,ovalis,Kat.ova
Buffalo Pound,0.8,276,REP1,P7644,Ceratium hirundinella (Muller) Schrank,4000,201.06,60,40,50265.5,Dinoflagellate,PHYT,Pyrrhophyta,Ceratiaceae,Ceratium,hirundenella,Cer.hir
